Dataset,Target,Strategy,Train_F1,Train_MCC,Test_Acc,Test_F1,Test_MCC,Complexity,Weighted_Cplx,Formula
PC3,F1,WEIGHTED,0.42424242424242425,0.3520361651823313,0.7725118483412322,0.4666666666666667,0.4113277089448768,2,5,log(x0)
PC3,F1,WEIGHTED,0.41968911917098445,0.3530984507846455,0.7488151658767772,0.4421052631578947,0.38412172812768886,2,4,sqrt(x0)
PC3,F1,WEIGHTED,0.3836734693877551,0.28599623221540443,0.7962085308056872,0.37681159420289856,0.2756715565658856,3,3,(-1.290 add x3)
PC3,F1,WEIGHTED,0.4265129682997118,0.35039885380455116,0.7488151658767772,0.4044943820224719,0.3225373998479007,9,19,(log(x0) div (log(4.544) add (x3 div -7.153)))
PC3,F1,WEIGHTED,0.43915343915343913,0.3787050762771334,0.7582938388625592,0.45161290322580644,0.39472952922286636,16,30,log(sqrt(((log((((x4 min x13) sub sqrt(x0)) add x20)) mul x3) max log(x0))))
PC3,F1,WEIGHTED,0.4425287356321839,0.37285907063899404,0.7677725118483413,0.4367816091954023,0.3652332677267451,27,42,log(sqrt(((log(((((-1.326 add -7.007) min (x7 div x5)) sub (x3 mul 1.065)) add x20)) mul ((2.748 sub -1.364) add (x0 max x3))) max log(x0))))
PC3,MCC,SIMPLE,0.3699731903485255,0.27693988188460317,0.6919431279620853,0.32989690721649484,0.2212716123363211,1,1,x3
PC3,MCC,SIMPLE,0.41968911917098445,0.3530984507846455,0.7488151658767772,0.4421052631578947,0.38412172812768886,2,4,sqrt(x0)
PC3,MCC,SIMPLE,0.4072398190045249,0.35530962711411745,0.7061611374407583,0.41509433962264153,0.3608493654216973,3,3,(x0 add -9.637)
PC3,MCC,SIMPLE,0.43360433604336046,0.36739003968424766,0.7677725118483413,0.46153846153846156,0.4056984898740706,4,7,log((x3 max x0))
PC3,MCC,WEIGHTED,0.3699731903485255,0.27693988188460317,0.6919431279620853,0.32989690721649484,0.2212716123363211,1,1,x3
PC3,MCC,WEIGHTED,0.41968911917098445,0.3530984507846455,0.7488151658767772,0.4421052631578947,0.38412172812768886,2,4,sqrt(x0)
PC3,MCC,WEIGHTED,0.38202247191011235,0.29064476364067515,0.7014218009478673,0.3368421052631579,0.23044390363974354,3,3,(x3 min x0)
PC3,MCC,WEIGHTED,0.42574257425742573,0.3689084219081348,0.7345971563981043,0.42857142857142855,0.3688281832372034,4,7,log((x3 add x0))
PC3,MCC,WEIGHTED,0.43360433604336046,0.36739003968424766,0.7677725118483413,0.46153846153846156,0.4056984898740706,5,5,((x0 max x3) add -7.204)
PC3,MCC,WEIGHTED,0.43434343434343436,0.37869224047836614,0.7393364928909952,0.4329896907216495,0.37384778947018954,25,38,(sqrt((log((x13 sub x0)) min ((x0 max x3) add (0.167 max x4)))) max log((sqrt(((x32 div x10) min (x4 mul x3))) add x0)))
PC3,MCC,WEIGHTED,0.43434343434343436,0.37869224047836614,0.7393364928909952,0.4329896907216495,0.37384778947018954,25,38,(sqrt((log((x13 sub x0)) min ((x0 max x3) add (0.167 max x3)))) max log((sqrt(((x32 div x10) min (x4 mul x3))) add x0)))
PC4,F1,SIMPLE,0.4793814432989691,0.3897313116187608,0.7519685039370079,0.37623762376237624,0.25799047063631453,1,1,x3
PC4,F1,SIMPLE,0.5147679324894515,0.4596624563470234,0.7795275590551181,0.5087719298245614,0.44695477736481126,3,3,(x3 min x26)
PC4,F1,SIMPLE,0.5496688741721855,0.4728914354722996,0.8031496062992126,0.40476190476190477,0.29664915662363966,7,8,((x3 min x26) mul (x3 sub x10))
PC4,F1,WEIGHTED,0.4793814432989691,0.3897313116187608,0.7519685039370079,0.37623762376237624,0.25799047063631453,1,1,x3
PC4,F1,WEIGHTED,0.4881889763779528,0.4330633687277775,0.7007874015748031,0.42424242424242425,0.344033543123826,3,3,(x22 add x3)
PC4,F1,WEIGHTED,0.5517241379310345,0.4740595678439597,0.8070866141732284,0.36363636363636365,0.25250248049562396,3,5,(x3 div x13)
PC4,MCC,SIMPLE,0.4793103448275862,0.4487209342691843,0.6850393700787402,0.4520547945205479,0.4076967973205648,1,1,x3
PC4,MCC,SIMPLE,0.5147679324894515,0.4596624563470234,0.7795275590551181,0.5087719298245614,0.44695477736481126,3,3,(x8 min x3)
PC4,MCC,WEIGHTED,0.4793103448275862,0.4487209342691843,0.6850393700787402,0.4520547945205479,0.4076967973205648,1,1,x3
PC4,MCC,WEIGHTED,0.5147679324894515,0.4596624563470234,0.7795275590551181,0.5087719298245614,0.44695477736481126,3,3,(x9 min x3)
PC4,MCC,WEIGHTED,0.5258620689655172,0.47182880809233363,0.7874015748031497,0.5178571428571429,0.45700588424344213,6,9,((x3 mul x9) sub sqrt(x13))
PC5,F1,SIMPLE,0.5236768802228412,0.2993851645760909,0.6430678466076696,0.5535055350553506,0.3511023021376464,1,1,x9
PC5,F1,SIMPLE,0.5327510917030568,0.32303361870580055,0.640117994100295,0.47863247863247865,0.23480212938693265,2,4,sqrt(x21)
PC5,F1,SIMPLE,0.5444915254237288,0.3390112376983097,0.6253687315634219,0.48582995951417,0.2388286525419287,3,4,(x21 mul x33)
PC5,F1,SIMPLE,0.5493273542600897,0.3510247355966051,0.6548672566371682,0.502127659574468,0.2712283036524869,29,45,(((x10 min 4.810) add (x21 mul x29)) sub (sqrt(((((x21 sub x23) mul (x32 mul x2)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12)))
PC5,F1,SIMPLE,0.5540229885057472,0.3606183599760241,0.6637168141592921,0.5043478260869565,0.2774619971112323,46,74,(((((x10 min 4.810) add (x21 mul x29)) sub (sqrt(((((x21 sub x23) mul (x32 mul x2)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12))) add log(x9)) max ((((0.738 sub x12) sub sqrt(x31)) max (x9 div x33)) div log(x33)))
PC5,F1,SIMPLE,0.5540229885057472,0.3606183599760241,0.6637168141592921,0.5043478260869565,0.2774619971112323,46,74,(((((x10 min 4.810) add (x21 mul x29)) sub (sqrt(((((x21 sub x23) mul (x32 mul x2)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12))) add log(x9)) max ((((0.738 sub x12) sub sqrt(x9)) max (x9 div x33)) div log(x33)))
PC5,F1,SIMPLE,0.5552884615384616,0.3678551812649655,0.6666666666666666,0.4792626728110599,0.24855040385960364,64,107,(((((x10 min 4.810) add (x21 mul x29)) sub (sqrt(((((sqrt(((((x21 sub x23) mul (x32 mul -7.007)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12)) mul (x32 mul x2)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12))) add log(x9)) max ((((0.738 sub x12) sub sqrt(x31)) max (x26 div x33)) div log(x33)))
PC5,F1,SIMPLE,0.5552884615384616,0.3678551812649655,0.6666666666666666,0.4792626728110599,0.24855040385960364,64,107,(((((x10 min 4.810) add (x21 mul x29)) sub (sqrt(((((sqrt(((((x21 sub x23) mul (x32 mul -7.007)) sub ((log(x23) sub -2.209) max log(x30))) max 2.415)) div log(x12)) mul (x32 mul x2)) sub ((log(x9) sub -2.209) max log(x30))) max 2.415)) div log(x12))) add log(x9)) max ((((0.738 sub x12) sub sqrt(x31)) max (x26 div x33)) div log(x33)))
PC5,F1,WEIGHTED,0.5236768802228412,0.2993851645760909,0.6430678466076696,0.5535055350553506,0.3511023021376464,1,1,x9
PC5,F1,WEIGHTED,0.5327510917030568,0.32303361870580055,0.640117994100295,0.47863247863247865,0.23480212938693265,2,4,sqrt(x21)
PC5,F1,WEIGHTED,0.5424430641821946,0.3343974435230547,0.616519174041298,0.5,0.2574926281825393,3,8,log(sqrt(x31))
PC5,F1,WEIGHTED,0.5431530494821634,0.3444924896494187,0.6607669616519174,0.5064377682403434,0.2790673327659526,18,30,log(sqrt(((((x8 mul x3) mul log(x22)) add x4) sub (((3.699 min x23) mul x9) mul x23))))
PC5,F1,WEIGHTED,0.5431530494821634,0.3444924896494187,0.6607669616519174,0.5064377682403434,0.2790673327659526,18,30,log(sqrt(((((x8 mul x3) mul log(x22)) add x4) sub (((x9 min x23) mul x9) mul x23))))
PC5,MCC,SIMPLE,0.5205158264947245,0.31333872208579805,0.6666666666666666,0.4792626728110599,0.24855040385960364,1,1,x21
PC5,MCC,SIMPLE,0.5219454329774614,0.317237935539158,0.6666666666666666,0.4792626728110599,0.24855040385960364,3,8,log(sqrt(x19))
PC5,MCC,SIMPLE,0.5421686746987951,0.33760036779625807,0.6076696165191741,0.5460750853242321,0.34366094043578993,4,7,log((x21 add x9))
PC5,MCC,WEIGHTED,0.5205158264947245,0.31333872208579805,0.6666666666666666,0.4792626728110599,0.24855040385960364,1,1,x21
PC5,MCC,WEIGHTED,0.5364850976361768,0.32435365853877335,0.6135693215339233,0.4942084942084942,0.24784265732024333,4,8,log((x32 mul x21))
PC5,MCC,WEIGHTED,0.5427974947807933,0.33541891268090307,0.6194690265486725,0.4901185770750988,0.24319040824050311,25,43,((x21 div log((log(x22) add (x21 max -1.620)))) max (sqrt(((-7.673 max x25) div (8.391 mul 0.682))) div log(((x21 sub x25) add x16))))
PC5,MCC,WEIGHTED,0.5426170468187275,0.34923668973452043,0.7138643067846607,0.5358851674641149,0.3383451918034209,49,67,((((((x19 max x33) min (6.047 add x20)) min ((x26 max x2) add (x21 div x30))) sub (((x30 mul x35) mul x21) min ((x37 min x7) max x21))) max log(-7.253)) min log(sqrt((sqrt((x3 mul x17)) mul ((x5 mul -8.388) mul ((x12 sub -6.365) add (x0 max x21)))))))
PC5,MCC,WEIGHTED,0.5426170468187275,0.34923668973452043,0.7138643067846607,0.5358851674641149,0.3383451918034209,49,67,((((((x19 max x33) min (6.047 add x20)) min ((x26 max x2) add (x21 div x30))) sub (((x30 mul x35) mul x21) min ((x37 min x7) max x21))) max log(x21)) min log(sqrt((sqrt((x3 mul x17)) mul ((x5 mul -8.388) mul ((x12 sub -6.365) add (x0 max x21)))))))
